Concessionaria;Data;Km;Trecho
RIOSP;06/11/2024;225.000;BR-116/SP
RIOSP;06/11/2024;228.000;BR-116/SP
RIOSP;06/11/2024;298.000;BR-116/RJ
RIOSP;06/11/2024;384.000;BR-101/RJ
RIOSP;06/11/2024;387.000;BR-101/RJ
RIOSP;06/11/2024;434.000;BR-101/RJ
RIOSP;06/11/2024;50.000;BR-101/SP
RIOSP;06/11/2024;529.000;BR-101/RJ
RIOSP;06/11/2024;60.000;BR-116/SP
RIOSP;06/11/2024;86.000;BR-116/SP
RIOSP;07/11/2024;145.000;BR-116/SP
RIOSP;07/11/2024;160.000;BR-116/SP
RIOSP;07/11/2024;202.000;BR-116/SP
RIOSP;07/11/2024;205.000;BR-116/SP
RIOSP;07/11/2024;206.000;BR-116/SP
RIOSP;07/11/2024;221.000;BR-116/SP
RIOSP;07/11/2024;222.000;BR-116/SP
RIOSP;07/11/2024;227.000;BR-116/SP
RIOSP;07/11/2024;234.000;BR-116/RJ
RIOSP;07/11/2024;244.000;BR-116/RJ
RIOSP;07/11/2024;251.000;BR-116/RJ
RIOSP;07/11/2024;270.000;BR-116/RJ
RIOSP;07/11/2024;295.000;BR-116/RJ
RIOSP;07/11/2024;306.000;BR-116/RJ
RIOSP;07/11/2024;36.000;BR-101/SP
RIOSP;07/11/2024;478.000;BR-101/RJ
RIOSP;07/11/2024;521.000;BR-101/RJ
RIOSP;07/11/2024;550.000;BR-101/RJ
RIOSP;07/11/2024;556.000;BR-101/RJ
RIOSP;07/11/2024;59.000;BR-116/SP
RIOSP;07/11/2024;86.000;BR-116/SP
RIOSP;08/11/2024;0.000;BR-116/SP
RIOSP;08/11/2024;103.000;BR-116/SP
RIOSP;08/11/2024;112.000;BR-116/SP
RIOSP;08/11/2024;140.000;BR-116/SP
RIOSP;08/11/2024;145.000;BR-116/SP
RIOSP;08/11/2024;145.000;BR-116/SP
RIOSP;08/11/2024;154.000;BR-116/SP
RIOSP;08/11/2024;193.000;BR-116/SP
RIOSP;08/11/2024;194.000;BR-116/SP
RIOSP;08/11/2024;216.000;BR-116/SP
RIOSP;08/11/2024;216.000;BR-116/SP
RIOSP;08/11/2024;218.000;BR-116/RJ
RIOSP;08/11/2024;219.000;BR-116/SP
RIOSP;08/11/2024;224.000;BR-116/RJ
RIOSP;08/11/2024;225.000;BR-116/SP
RIOSP;08/11/2024;225.000;BR-116/SP
RIOSP;08/11/2024;226.000;BR-116/SP
RIOSP;08/11/2024;230.000;BR-116/RJ
RIOSP;08/11/2024;236.000;BR-116/RJ
RIOSP;08/11/2024;244.000;BR-116/RJ
RIOSP;08/11/2024;284.000;BR-116/RJ
RIOSP;08/11/2024;295.000;BR-116/RJ
RIOSP;08/11/2024;316.000;BR-116/RJ
RIOSP;08/11/2024;386.000;BR-101/RJ
RIOSP;08/11/2024;429.000;BR-101/RJ
RIOSP;08/11/2024;440.000;BR-101/RJ
RIOSP;08/11/2024;45.000;BR-101/SP
RIOSP;08/11/2024;456.000;BR-101/RJ
RIOSP;08/11/2024;466.000;BR-101/RJ
RIOSP;08/11/2024;480.000;BR-101/RJ
RIOSP;08/11/2024;508.000;BR-101/RJ
RIOSP;08/11/2024;527.000;BR-101/RJ
RIOSP;08/11/2024;57.000;BR-116/SP
RIOSP;08/11/2024;93.000;BR-116/SP
RIOSP;09/11/2024;110.000;BR-116/SP
RIOSP;09/11/2024;115.000;BR-116/SP
RIOSP;09/11/2024;151.000;BR-116/SP
RIOSP;09/11/2024;196.000;BR-116/SP
RIOSP;09/11/2024;225.000;BR-116/RJ
RIOSP;09/11/2024;230.000;BR-116/RJ
RIOSP;09/11/2024;232.000;BR-116/RJ
RIOSP;09/11/2024;233.000;BR-116/RJ
RIOSP;09/11/2024;234.000;BR-116/RJ
RIOSP;09/11/2024;252.000;BR-116/RJ
RIOSP;09/11/2024;289.000;BR-116/RJ
RIOSP;09/11/2024;312.000;BR-116/RJ
RIOSP;09/11/2024;469.000;BR-101/RJ
RIOSP;09/11/2024;481.000;BR-101/RJ
RIOSP;09/11/2024;498.000;BR-101/RJ
RIOSP;09/11/2024;514.000;BR-101/RJ
RIOSP;09/11/2024;521.000;BR-101/RJ
RIOSP;09/11/2024;556.000;BR-101/RJ
RIOSP;09/11/2024;575.000;BR-101/RJ
RIOSP;09/11/2024;89.000;BR-116/SP
RIOSP;10/11/2024;116.000;BR-116/SP
RIOSP;10/11/2024;138.000;BR-116/SP
RIOSP;10/11/2024;142.000;BR-116/SP
RIOSP;10/11/2024;181.000;BR-116/SP
RIOSP;10/11/2024;183.000;BR-116/SP
RIOSP;10/11/2024;201.000;BR-116/SP
RIOSP;10/11/2024;209.000;BR-116/SP
RIOSP;10/11/2024;211.000;BR-116/SP
RIOSP;10/11/2024;212.000;BR-116/SP
RIOSP;10/11/2024;218.000;BR-116/SP
RIOSP;10/11/2024;226.000;BR-116/SP
RIOSP;10/11/2024;227.000;BR-116/SP
RIOSP;10/11/2024;228.000;BR-116/SP
RIOSP;10/11/2024;229.000;BR-116/RJ
RIOSP;10/11/2024;261.000;BR-116/RJ
RIOSP;10/11/2024;274.000;BR-116/RJ
RIOSP;10/11/2024;312.000;BR-116/RJ
RIOSP;10/11/2024;335.000;BR-116/RJ
RIOSP;10/11/2024;399.000;BR-101/RJ
RIOSP;10/11/2024;438.000;BR-101/RJ
RIOSP;10/11/2024;476.000;BR-101/RJ
RIOSP;10/11/2024;60.000;BR-116/SP
RIOSP;10/11/2024;91.000;BR-116/SP
RIOSP;10/11/2024;91.000;BR-116/SP
RIOSP;11/11/2024;103.000;BR-116/SP
RIOSP;11/11/2024;108.000;BR-116/SP
RIOSP;11/11/2024;147.000;BR-116/SP
RIOSP;11/11/2024;198.000;BR-116/SP
RIOSP;11/11/2024;213.000;BR-116/SP
RIOSP;11/11/2024;218.000;BR-116/SP
RIOSP;11/11/2024;219.000;BR-116/SP
RIOSP;11/11/2024;225.000;BR-116/SP
RIOSP;11/11/2024;226.000;BR-116/SP
RIOSP;11/11/2024;227.000;BR-116/SP
RIOSP;11/11/2024;247.000;BR-116/RJ
RIOSP;11/11/2024;296.000;BR-116/RJ
RIOSP;11/11/2024;33.000;BR-116/SP
RIOSP;11/11/2024;383.000;BR-101/RJ
RIOSP;11/11/2024;423.000;BR-101/RJ
RIOSP;11/11/2024;462.000;BR-101/RJ
RIOSP;11/11/2024;96.000;BR-116/SP
RIOSP;12/11/2024;101.000;BR-116/SP
RIOSP;12/11/2024;148.000;BR-116/SP
RIOSP;12/11/2024;162.000;BR-116/SP
RIOSP;12/11/2024;211.000;BR-116/SP
RIOSP;12/11/2024;226.000;BR-116/SP
RIOSP;12/11/2024;226.000;BR-116/RJ
RIOSP;12/11/2024;232.000;BR-116/RJ
RIOSP;12/11/2024;233.000;BR-116/RJ
RIOSP;12/11/2024;26.000;BR-116/SP
RIOSP;12/11/2024;314.000;BR-116/RJ
RIOSP;12/11/2024;324.000;BR-116/RJ
RIOSP;12/11/2024;39.000;BR-116/SP
RIOSP;12/11/2024;428.000;BR-101/RJ
RIOSP;12/11/2024;51.000;BR-101/SP
RIOSP;12/11/2024;62.000;BR-116/SP
RIOSP;13/11/2024;108.000;BR-116/SP
RIOSP;13/11/2024;139.000;BR-116/SP
RIOSP;13/11/2024;142.000;BR-116/SP
RIOSP;13/11/2024;168.000;BR-116/SP
RIOSP;13/11/2024;218.000;BR-116/SP
RIOSP;13/11/2024;222.000;BR-116/SP
RIOSP;13/11/2024;226.000;BR-116/SP
RIOSP;13/11/2024;227.000;BR-116/SP
RIOSP;13/11/2024;234.000;BR-116/RJ
RIOSP;13/11/2024;279.000;BR-116/RJ
RIOSP;13/11/2024;321.000;BR-116/RJ
RIOSP;13/11/2024;38.000;BR-116/SP
RIOSP;13/11/2024;421.000;BR-101/RJ
RIOSP;13/11/2024;429.000;BR-101/RJ
RIOSP;13/11/2024;43.000;BR-116/SP
RIOSP;13/11/2024;435.000;BR-101/RJ
RIOSP;13/11/2024;45.000;BR-116/SP
RIOSP;13/11/2024;480.000;BR-101/RJ
RIOSP;13/11/2024;70.000;BR-116/SP
RIOSP;14/11/2024;101.000;BR-116/SP
RIOSP;14/11/2024;102.000;BR-116/SP
RIOSP;14/11/2024;108.000;BR-116/SP
RIOSP;14/11/2024;118.000;BR-116/SP
RIOSP;14/11/2024;120.000;BR-116/SP
RIOSP;14/11/2024;142.000;BR-116/SP
RIOSP;14/11/2024;145.000;BR-116/SP
RIOSP;14/11/2024;145.000;BR-116/SP
RIOSP;14/11/2024;150.000;BR-116/SP
RIOSP;14/11/2024;153.000;BR-116/SP
RIOSP;14/11/2024;175.000;BR-116/SP
RIOSP;14/11/2024;18.000;BR-116/SP
RIOSP;14/11/2024;204.000;BR-116/SP
RIOSP;14/11/2024;210.000;BR-116/SP
RIOSP;14/11/2024;213.000;BR-116/SP
RIOSP;14/11/2024;214.000;BR-116/SP
RIOSP;14/11/2024;223.000;BR-116/SP
RIOSP;14/11/2024;224.000;BR-116/SP
RIOSP;14/11/2024;225.000;BR-116/SP
RIOSP;14/11/2024;228.000;BR-116/SP
RIOSP;14/11/2024;271.000;BR-116/RJ
RIOSP;14/11/2024;272.000;BR-116/RJ
RIOSP;14/11/2024;283.000;BR-116/RJ
RIOSP;14/11/2024;319.000;BR-116/RJ
RIOSP;14/11/2024;466.000;BR-101/RJ
RIOSP;14/11/2024;482.000;BR-101/RJ
RIOSP;14/11/2024;484.000;BR-101/RJ
RIOSP;14/11/2024;51.000;BR-116/SP
RIOSP;14/11/2024;56.000;BR-116/SP
RIOSP;14/11/2024;87.000;BR-116/SP
RIOSP;15/11/2024;103.000;BR-116/SP
RIOSP;15/11/2024;106.000;BR-116/SP
RIOSP;15/11/2024;107.000;BR-116/SP
RIOSP;15/11/2024;110.000;BR-116/SP
RIOSP;15/11/2024;112.000;BR-116/SP
RIOSP;15/11/2024;119.000;BR-116/SP
RIOSP;15/11/2024;145.000;BR-116/SP
RIOSP;15/11/2024;147.000;BR-116/SP
RIOSP;15/11/2024;152.000;BR-116/SP
RIOSP;15/11/2024;157.000;BR-116/SP
RIOSP;15/11/2024;161.000;BR-116/SP
RIOSP;15/11/2024;165.000;BR-116/SP
RIOSP;15/11/2024;198.000;BR-116/SP
RIOSP;15/11/2024;204.000;BR-116/SP
RIOSP;15/11/2024;205.000;BR-116/SP
RIOSP;15/11/2024;215.000;BR-116/SP
RIOSP;15/11/2024;217.000;BR-116/RJ
RIOSP;15/11/2024;219.000;BR-116/SP
RIOSP;15/11/2024;220.000;BR-116/RJ
RIOSP;15/11/2024;227.000;BR-116/SP
RIOSP;15/11/2024;230.000;BR-116/SP
RIOSP;15/11/2024;236.000;BR-116/RJ
RIOSP;15/11/2024;266.000;BR-116/RJ
RIOSP;15/11/2024;274.000;BR-116/RJ
RIOSP;15/11/2024;283.000;BR-116/RJ
RIOSP;15/11/2024;290.000;BR-116/RJ
RIOSP;15/11/2024;321.000;BR-116/RJ
RIOSP;15/11/2024;322.000;BR-116/RJ
RIOSP;15/11/2024;330.000;BR-116/RJ
RIOSP;15/11/2024;396.000;BR-101/RJ
RIOSP;15/11/2024;398.000;BR-101/RJ
RIOSP;15/11/2024;404.000;BR-101/RJ
RIOSP;15/11/2024;407.000;BR-101/RJ
RIOSP;15/11/2024;459.000;BR-101/RJ
RIOSP;15/11/2024;54.000;BR-116/SP
RIOSP;15/11/2024;557.000;BR-101/RJ
RIOSP;15/11/2024;60.000;BR-116/SP
RIOSP;15/11/2024;61.000;BR-116/SP
RIOSP;15/11/2024;62.000;BR-116/SP
RIOSP;15/11/2024;91.000;BR-116/SP
RIOSP;15/11/2024;95.000;BR-116/SP
RIOSP;15/11/2024;98.000;BR-116/SP
RIOSP;16/11/2024;104.000;BR-116/SP
RIOSP;16/11/2024;114.000;BR-116/SP
RIOSP;16/11/2024;139.000;BR-116/SP
RIOSP;16/11/2024;146.000;BR-116/SP
RIOSP;16/11/2024;149.000;BR-116/SP
RIOSP;16/11/2024;154.000;BR-116/SP
RIOSP;16/11/2024;165.000;BR-116/SP
RIOSP;16/11/2024;213.000;BR-116/SP
RIOSP;16/11/2024;223.000;BR-116/SP
RIOSP;16/11/2024;227.000;BR-116/SP
RIOSP;16/11/2024;228.000;BR-116/RJ
RIOSP;16/11/2024;236.000;BR-116/RJ
RIOSP;16/11/2024;247.000;BR-116/RJ
RIOSP;16/11/2024;247.000;BR-116/RJ
RIOSP;16/11/2024;253.000;BR-116/RJ
RIOSP;16/11/2024;258.000;BR-116/RJ
RIOSP;16/11/2024;284.000;BR-116/RJ
RIOSP;16/11/2024;286.000;BR-116/RJ
RIOSP;16/11/2024;299.000;BR-116/RJ
RIOSP;16/11/2024;305.000;BR-116/RJ
RIOSP;16/11/2024;312.000;BR-116/RJ
RIOSP;16/11/2024;324.000;BR-116/RJ
RIOSP;16/11/2024;419.000;BR-101/RJ
RIOSP;16/11/2024;423.000;BR-101/RJ
RIOSP;16/11/2024;429.000;BR-101/RJ
RIOSP;16/11/2024;51.000;BR-101/SP
RIOSP;16/11/2024;51.000;BR-101/SP
RIOSP;16/11/2024;76.000;BR-116/SP
RIOSP;17/11/2024;107.000;BR-116/SP
RIOSP;17/11/2024;12.000;BR-116/SP
RIOSP;17/11/2024;133.000;BR-116/SP
RIOSP;17/11/2024;139.000;BR-116/SP
RIOSP;17/11/2024;151.000;BR-116/SP
RIOSP;17/11/2024;153.000;BR-116/SP
RIOSP;17/11/2024;158.000;BR-116/SP
RIOSP;17/11/2024;160.000;BR-116/SP
RIOSP;17/11/2024;203.000;BR-116/SP
RIOSP;17/11/2024;213.000;BR-116/SP
RIOSP;17/11/2024;229.000;BR-116/RJ
RIOSP;17/11/2024;230.000;BR-116/SP
RIOSP;17/11/2024;232.000;BR-116/RJ
RIOSP;17/11/2024;310.000;BR-116/RJ
RIOSP;17/11/2024;35.000;BR-101/SP
RIOSP;17/11/2024;387.000;BR-101/RJ
RIOSP;17/11/2024;441.000;BR-101/RJ
RIOSP;17/11/2024;47.000;BR-116/SP
RIOSP;17/11/2024;492.000;BR-101/RJ
RIOSP;17/11/2024;501.000;BR-101/RJ
RIOSP;17/11/2024;51.000;BR-116/SP
RIOSP;17/11/2024;538.000;BR-101/RJ
RIOSP;17/11/2024;56.000;BR-116/SP
RIOSP;17/11/2024;584.000;BR-101/RJ
RIOSP;17/11/2024;62.000;BR-116/SP
RIOSP;17/11/2024;65.000;BR-116/SP
RIOSP;17/11/2024;74.000;BR-116/SP
RIOSP;17/11/2024;84.000;BR-116/SP
RIOSP;18/11/2024;137.000;BR-116/SP
RIOSP;18/11/2024;147.000;BR-116/SP
RIOSP;18/11/2024;147.000;BR-116/SP
RIOSP;18/11/2024;148.000;BR-116/SP
RIOSP;18/11/2024;208.000;BR-116/SP
RIOSP;18/11/2024;216.000;BR-116/SP
RIOSP;18/11/2024;225.000;BR-116/SP
RIOSP;18/11/2024;227.000;BR-116/SP
RIOSP;18/11/2024;227.000;BR-116/SP
RIOSP;18/11/2024;228.000;BR-116/SP
RIOSP;18/11/2024;229.000;BR-116/SP
RIOSP;18/11/2024;230.000;BR-116/SP
RIOSP;18/11/2024;233.000;BR-116/RJ
RIOSP;18/11/2024;250.000;BR-116/RJ
RIOSP;18/11/2024;303.000;BR-116/RJ
RIOSP;18/11/2024;312.000;BR-116/RJ
RIOSP;18/11/2024;385.000;BR-101/RJ
RIOSP;18/11/2024;49.000;BR-101/SP
RIOSP;18/11/2024;51.000;BR-101/SP
RIOSP;18/11/2024;523.000;BR-101/RJ
RIOSP;18/11/2024;530.000;BR-101/RJ
RIOSP;18/11/2024;63.000;BR-116/SP
RIOSP;18/11/2024;99.000;BR-116/SP
RIOSP;19/11/2024;104.000;BR-116/SP
RIOSP;19/11/2024;105.000;BR-116/SP
RIOSP;19/11/2024;105.000;BR-116/SP
RIOSP;19/11/2024;142.000;BR-116/SP
RIOSP;19/11/2024;145.000;BR-116/SP
RIOSP;19/11/2024;157.000;BR-116/SP
RIOSP;19/11/2024;165.000;BR-116/SP
RIOSP;19/11/2024;172.000;BR-116/SP
RIOSP;19/11/2024;187.000;BR-116/SP
RIOSP;19/11/2024;199.000;BR-116/SP
RIOSP;19/11/2024;202.000;BR-116/SP
RIOSP;19/11/2024;213.000;BR-116/SP
RIOSP;19/11/2024;216.000;BR-116/SP
RIOSP;19/11/2024;219.000;BR-116/SP
RIOSP;19/11/2024;224.000;BR-116/SP
RIOSP;19/11/2024;225.000;BR-116/SP
RIOSP;19/11/2024;232.000;BR-116/RJ
RIOSP;19/11/2024;239.000;BR-116/RJ
RIOSP;19/11/2024;245.000;BR-116/RJ
RIOSP;19/11/2024;253.000;BR-116/RJ
RIOSP;19/11/2024;254.000;BR-116/RJ
RIOSP;19/11/2024;283.000;BR-116/RJ
RIOSP;19/11/2024;311.000;BR-116/RJ
RIOSP;19/11/2024;321.000;BR-116/RJ
RIOSP;19/11/2024;385.000;BR-101/RJ
RIOSP;19/11/2024;414.000;BR-101/RJ
RIOSP;19/11/2024;470.000;BR-101/RJ
RIOSP;19/11/2024;50.000;BR-101/SP
RIOSP;19/11/2024;51.000;BR-116/SP
RIOSP;19/11/2024;99.000;BR-116/SP
RIOSP;20/11/2024;100.000;BR-116/SP
RIOSP;20/11/2024;113.000;BR-116/SP
RIOSP;20/11/2024;135.000;BR-116/SP
RIOSP;20/11/2024;146.000;BR-116/SP
RIOSP;20/11/2024;18.000;BR-116/SP
RIOSP;20/11/2024;20.000;BR-101/SP
RIOSP;20/11/2024;212.000;BR-116/SP
RIOSP;20/11/2024;223.000;BR-116/SP
RIOSP;20/11/2024;224.000;BR-116/SP
RIOSP;20/11/2024;225.000;BR-116/SP
RIOSP;20/11/2024;227.000;BR-116/SP
RIOSP;20/11/2024;230.000;BR-116/RJ
RIOSP;20/11/2024;27.000;BR-116/SP
RIOSP;20/11/2024;306.000;BR-116/RJ
RIOSP;20/11/2024;408.000;BR-101/RJ
RIOSP;20/11/2024;415.000;BR-101/RJ
RIOSP;20/11/2024;418.000;BR-101/RJ
RIOSP;20/11/2024;421.000;BR-101/RJ
RIOSP;20/11/2024;425.000;BR-101/RJ
RIOSP;20/11/2024;425.000;BR-101/RJ
RIOSP;20/11/2024;442.000;BR-101/RJ
RIOSP;20/11/2024;455.000;BR-101/RJ
RIOSP;20/11/2024;491.000;BR-101/RJ
RIOSP;20/11/2024;52.000;BR-116/SP
RIOSP;20/11/2024;57.000;BR-116/SP
RIOSP;20/11/2024;66.000;BR-116/SP
RIOSP;20/11/2024;86.000;BR-116/SP
RIOSP;21/11/2024;114.000;BR-116/SP
RIOSP;21/11/2024;138.000;BR-116/SP
RIOSP;21/11/2024;156.000;BR-116/SP
RIOSP;21/11/2024;170.000;BR-116/SP
RIOSP;21/11/2024;219.000;BR-116/SP
RIOSP;21/11/2024;220.000;BR-116/SP
RIOSP;21/11/2024;224.000;BR-116/SP
RIOSP;21/11/2024;228.000;BR-116/SP
RIOSP;21/11/2024;229.000;BR-116/RJ
RIOSP;21/11/2024;230.000;BR-116/SP
RIOSP;21/11/2024;248.000;BR-116/RJ
RIOSP;21/11/2024;320.000;BR-116/RJ
RIOSP;21/11/2024;35.000;BR-116/SP
RIOSP;21/11/2024;386.000;BR-101/RJ
RIOSP;21/11/2024;475.000;BR-101/RJ
RIOSP;21/11/2024;479.000;BR-101/RJ
RIOSP;21/11/2024;485.000;BR-101/RJ
RIOSP;21/11/2024;99.000;BR-116/SP
RIOSP;22/11/2024;119.000;BR-116/SP
RIOSP;22/11/2024;158.000;BR-116/SP
RIOSP;22/11/2024;183.000;BR-116/SP
RIOSP;22/11/2024;212.000;BR-116/SP
RIOSP;22/11/2024;219.000;BR-116/SP
RIOSP;22/11/2024;222.000;BR-116/SP
RIOSP;22/11/2024;227.000;BR-116/RJ
RIOSP;22/11/2024;228.000;BR-116/SP
RIOSP;22/11/2024;228.000;BR-116/SP
RIOSP;22/11/2024;228.000;BR-116/SP
RIOSP;22/11/2024;232.000;BR-116/RJ
RIOSP;22/11/2024;248.000;BR-116/RJ
RIOSP;22/11/2024;259.000;BR-116/RJ
RIOSP;22/11/2024;275.000;BR-116/RJ
RIOSP;22/11/2024;275.000;BR-116/RJ
RIOSP;22/11/2024;282.000;BR-116/RJ
RIOSP;22/11/2024;283.000;BR-116/RJ
RIOSP;22/11/2024;34.000;BR-116/SP
RIOSP;22/11/2024;38.000;BR-116/SP
RIOSP;22/11/2024;385.000;BR-101/RJ
RIOSP;22/11/2024;440.000;BR-101/RJ
RIOSP;22/11/2024;469.000;BR-101/RJ
RIOSP;22/11/2024;482.000;BR-101/RJ
RIOSP;22/11/2024;495.000;BR-101/RJ
RIOSP;22/11/2024;50.000;BR-101/SP
RIOSP;22/11/2024;51.000;BR-101/SP
RIOSP;22/11/2024;547.000;BR-101/RJ
RIOSP;22/11/2024;568.000;BR-101/RJ
RIOSP;22/11/2024;582.000;BR-101/RJ
RIOSP;22/11/2024;94.000;BR-116/SP
RIOSP;23/11/2024;115.000;BR-116/SP
RIOSP;23/11/2024;122.000;BR-116/SP
RIOSP;23/11/2024;133.000;BR-116/SP
RIOSP;23/11/2024;134.000;BR-116/SP
RIOSP;23/11/2024;145.000;BR-116/SP
RIOSP;23/11/2024;154.000;BR-116/SP
RIOSP;23/11/2024;16.000;BR-116/SP
RIOSP;23/11/2024;161.000;BR-116/SP
RIOSP;23/11/2024;165.000;BR-116/SP
RIOSP;23/11/2024;179.000;BR-116/SP
RIOSP;23/11/2024;209.000;BR-116/SP
RIOSP;23/11/2024;218.000;BR-116/SP
RIOSP;23/11/2024;218.000;BR-116/SP
RIOSP;23/11/2024;221.000;BR-116/SP
RIOSP;23/11/2024;228.000;BR-116/SP
RIOSP;23/11/2024;230.000;BR-116/SP
RIOSP;23/11/2024;237.000;BR-116/RJ
RIOSP;23/11/2024;245.000;BR-116/RJ
RIOSP;23/11/2024;251.000;BR-116/RJ
RIOSP;23/11/2024;292.000;BR-116/RJ
RIOSP;23/11/2024;311.000;BR-116/RJ
RIOSP;23/11/2024;399.000;BR-101/RJ
RIOSP;23/11/2024;426.000;BR-101/RJ
RIOSP;23/11/2024;449.000;BR-101/RJ
RIOSP;23/11/2024;484.000;BR-101/RJ
RIOSP;23/11/2024;485.000;BR-101/RJ
RIOSP;23/11/2024;495.000;BR-101/RJ
RIOSP;23/11/2024;53.000;BR-116/SP
RIOSP;23/11/2024;73.000;BR-116/SP
RIOSP;23/11/2024;81.000;BR-116/SP
RIOSP;23/11/2024;89.000;BR-116/SP
RIOSP;24/11/2024;129.000;BR-116/SP
RIOSP;24/11/2024;145.000;BR-116/SP
RIOSP;24/11/2024;156.000;BR-116/SP
RIOSP;24/11/2024;162.000;BR-116/SP
RIOSP;24/11/2024;184.000;BR-116/SP
RIOSP;24/11/2024;21.000;BR-116/SP
RIOSP;24/11/2024;219.000;BR-116/SP
RIOSP;24/11/2024;225.000;BR-116/SP
RIOSP;24/11/2024;227.000;BR-116/SP
RIOSP;24/11/2024;228.000;BR-116/SP
RIOSP;24/11/2024;272.000;BR-116/RJ
RIOSP;24/11/2024;276.000;BR-116/RJ
RIOSP;24/11/2024;277.000;BR-116/RJ
RIOSP;24/11/2024;278.000;BR-116/RJ
RIOSP;24/11/2024;321.000;BR-116/RJ
RIOSP;24/11/2024;395.000;BR-101/RJ
RIOSP;24/11/2024;398.000;BR-101/RJ
RIOSP;24/11/2024;43.000;BR-101/SP
RIOSP;24/11/2024;477.000;BR-101/RJ
RIOSP;24/11/2024;482.000;BR-101/RJ
RIOSP;24/11/2024;49.000;BR-116/SP
RIOSP;24/11/2024;52.000;BR-101/SP
RIOSP;24/11/2024;556.000;BR-101/RJ
RIOSP;24/11/2024;591.000;BR-101/RJ
RIOSP;24/11/2024;69.000;BR-116/SP
RIOSP;24/11/2024;92.000;BR-116/SP
RIOSP;24/11/2024;96.000;BR-116/SP
RIOSP;24/11/2024;99.000;BR-116/SP
RIOSP;25/11/2024;113.000;BR-116/SP
RIOSP;25/11/2024;114.000;BR-116/SP
RIOSP;25/11/2024;154.000;BR-116/SP
RIOSP;25/11/2024;155.000;BR-116/SP
RIOSP;25/11/2024;156.000;BR-116/SP
RIOSP;25/11/2024;159.000;BR-116/SP
RIOSP;25/11/2024;159.000;BR-116/SP
RIOSP;25/11/2024;163.000;BR-116/SP
RIOSP;25/11/2024;164.000;BR-116/SP
RIOSP;25/11/2024;202.000;BR-116/SP
RIOSP;25/11/2024;204.000;BR-116/SP
RIOSP;25/11/2024;216.000;BR-116/SP
RIOSP;25/11/2024;218.000;BR-116/SP
RIOSP;25/11/2024;225.000;BR-116/SP
RIOSP;25/11/2024;227.000;BR-116/SP
RIOSP;25/11/2024;228.000;BR-116/RJ
RIOSP;25/11/2024;32.000;BR-116/SP
RIOSP;25/11/2024;385.000;BR-101/RJ
RIOSP;25/11/2024;386.000;BR-101/RJ
RIOSP;25/11/2024;416.000;BR-101/RJ
RIOSP;25/11/2024;44.000;BR-116/SP
RIOSP;25/11/2024;484.000;BR-101/RJ
RIOSP;25/11/2024;486.000;BR-101/RJ
RIOSP;25/11/2024;8.000;BR-116/SP
RIOSP;25/11/2024;80.000;BR-116/SP
RIOSP;25/11/2024;98.000;BR-116/SP
RIOSP;26/11/2024;134.000;BR-116/SP
RIOSP;26/11/2024;147.000;BR-116/SP
RIOSP;26/11/2024;184.000;BR-116/SP
RIOSP;26/11/2024;199.000;BR-116/SP
RIOSP;26/11/2024;216.000;BR-116/SP
RIOSP;26/11/2024;219.000;BR-116/SP
RIOSP;26/11/2024;221.000;BR-116/SP
RIOSP;26/11/2024;223.000;BR-116/SP
RIOSP;26/11/2024;223.000;BR-116/SP
RIOSP;26/11/2024;225.000;BR-116/RJ
RIOSP;26/11/2024;227.000;BR-116/RJ
RIOSP;26/11/2024;229.000;BR-116/RJ
RIOSP;26/11/2024;287.000;BR-116/RJ
RIOSP;26/11/2024;30.000;BR-116/SP
RIOSP;26/11/2024;383.000;BR-101/RJ
RIOSP;26/11/2024;390.000;BR-101/RJ
RIOSP;26/11/2024;43.000;BR-101/SP
RIOSP;26/11/2024;486.000;BR-101/RJ
RIOSP;26/11/2024;50.000;BR-101/SP
RIOSP;26/11/2024;524.000;BR-101/RJ
RIOSP;26/11/2024;86.000;BR-116/SP
RIOSP;26/11/2024;98.000;BR-116/SP
RIOSP;27/11/2024;134.000;BR-116/SP
RIOSP;27/11/2024;141.000;BR-116/SP
RIOSP;27/11/2024;141.000;BR-116/SP
RIOSP;27/11/2024;143.000;BR-116/SP
RIOSP;27/11/2024;145.000;BR-116/SP
RIOSP;27/11/2024;155.000;BR-116/SP
RIOSP;27/11/2024;165.000;BR-116/SP
RIOSP;27/11/2024;192.000;BR-116/SP
RIOSP;27/11/2024;218.000;BR-116/SP
RIOSP;27/11/2024;220.000;BR-116/SP
RIOSP;27/11/2024;222.000;BR-116/SP
RIOSP;27/11/2024;225.000;BR-116/SP
RIOSP;27/11/2024;228.000;BR-116/SP
RIOSP;27/11/2024;229.000;BR-116/RJ
RIOSP;27/11/2024;243.000;BR-116/RJ
RIOSP;27/11/2024;255.000;BR-116/RJ
RIOSP;27/11/2024;281.000;BR-116/RJ
RIOSP;27/11/2024;471.000;BR-101/RJ
RIOSP;27/11/2024;561.000;BR-101/RJ
RIOSP;27/11/2024;576.000;BR-101/RJ
RIOSP;28/11/2024;117.000;BR-116/SP
RIOSP;28/11/2024;13.000;BR-116/SP
RIOSP;28/11/2024;136.000;BR-116/SP
RIOSP;28/11/2024;145.000;BR-116/SP
RIOSP;28/11/2024;157.000;BR-116/SP
RIOSP;28/11/2024;164.000;BR-116/SP
RIOSP;28/11/2024;18.000;BR-101/SP
